id,event_id,minute,second,team_id,x,y,expanded_minute,satisfiedEventsTypes,is_touch,player_id,end_x,end_y,relatedEventId,relatedPlayerId,card_type,blocked_x,blocked_y,goal_mouth_z,goal_mouth_y,is_shot,is_goal,period_display_name,type_display_name,outcome_type_display_name,Angle,PassEndX,Length,PassEndY,Zone,Chipped,Longball,Offensive,OppositeRelatedEvent,Defensive,HeadPass,ThrowIn,Foul,FreekickTaken,GoalKick,Head,LayOff,KeeperThrow,Cross,RightFoot,MissLeft,MissRight,CornerTaken,StandingSave,LeftFoot,RelatedEventId,Yellow,MissHigh,IntentionalAssist,ShotAssist,KeyPass,BlockedX,SixYardBlock,Blocked,GoalMouthY,LowRight,BlockedY,FirstTouch,Assisted,SmallBoxRight,FromCorner,GoalMouthZ,OutfielderBlock,JerseyNumber,PlayerPosition,FormationSlot,BoxCentre,LowLeft,BigChanceCreated,SmallBoxCentre,BigChance,SetPiece,BlockedCross,BoxLeft,IndividualPlay,RegularPlay,LowCentre,ParriedDanger,DivingSave,Hands,KeeperSaveInSixYard,KeeperSaveInTheBox,PlayerCaughtOffside,IndirectFreekickTaken,OverRun,HighClaim,SmallBoxLeft,AerialFoul,OutOfBoxCentre,DirectFreekick,BoxRight
2888293719.0,537,72,12.0,495,5.2,47.5,78,"[91, 117, 30, 36, 37, 215, 218]",True,136220.0,8.4,63.7,,,,,,,,,,SecondHalf,Pass,Successful,1.27,8.4,11.5,63.7,Back,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888293743.0,538,72,15.0,495,11.2,64.6,78,"[91, 119, 117, 127, 36, 38, 216, 218]",True,137512.0,58.0,10.5,,,,,,,,,,SecondHalf,Pass,Successful,5.64,58.0,61.4,10.5,Right,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888293749.0,539,72,19.0,495,58.0,10.5,78,"[197, 199]",False,323547.0,,,,,,,,,,,,SecondHalf,Aerial,Successful,,,,,Right,,,1.0,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888293745.0,554,72,19.0,863,42.0,89.5,78,"[198, 200]",False,468190.0,,,,,,,,,,,,SecondHalf,Aerial,Unsuccessful,,,,,Back,,,,539.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888293767.0,540,72,19.0,495,58.0,10.5,78,"[91, 119, 117, 30, 139, 36, 37, 216, 218]",True,323547.0,65.1,23.8,,,,,,,,,,SecondHalf,Pass,Successful,0.88,65.1,11.7,23.8,Center,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888293779.0,541,72,21.0,495,65.1,23.8,78,"[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,427283.0,69.2,9.4,,,,,,,,,,SecondHalf,Pass,Successful,5.13,69.2,10.7,9.4,Right,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888293781.0,542,72,24.0,495,70.8,9.6,78,"[91, 53]",True,317541.0,,,,,,,,,,,,SecondHalf,TakeOn,Unsuccessful,,,,,Right,,,1.0,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888293785.0,555,72,24.0,863,29.2,90.4,78,"[91, 143]",True,502951.0,,,,,,,,,,,,SecondHalf,Tackle,Successful,,,,,Back,,,,542.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888293841.0,544,72,38.0,495,77.3,0.0,78,"[91, 212, 36, 37, 217]",True,320834.0,93.4,7.5,,,,,,,,,,SecondHalf,Pass,Successful,0.31,93.4,17.8,7.5,Right,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888293843.0,545,72,42.0,495,92.4,5.9,78,"[91, 63]",True,317541.0,,,,,,,,,,,,SecondHalf,Foul,Successful,,,,,Right,,,1.0,557.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888293853.0,557,72,42.0,863,7.6,94.1,78,[64],False,502951.0,,,,,,,,,,,,SecondHalf,Foul,Unsuccessful,,,,,Back,,,,545.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294141.0,546,73,44.0,495,90.4,8.8,79,"[91, 119, 137, 124, 125, 35, 37, 217, 218]",True,427283.0,90.3,54.9,,,,,,,,,,SecondHalf,Pass,Successful,1.57,90.3,31.3,54.9,Center,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294145.0,547,73,45.0,495,91.9,55.2,79,"[91, 92, 123, 40, 46, 52]",True,362434.0,,,,,,,,,,,,SecondHalf,BallTouch,Successful,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294151.0,548,73,49.0,495,90.6,63.4,79,"[91, 24, 9, 10, 1, 5, 13, 17, 21, 26]",True,404776.0,,,547.0,362434.0,,,,7.0,45.7,True,True,SecondHalf,Goal,Successful,,,,,Center,,,,,,,,,,,,,,,,,,,,1.0,547.0,,,,,,,,,45.7,1.0,,,1.0,,,7.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
2888294555.0,559,75,27.0,863,50.5,49.8,81,"[91, 117, 30, 35, 37, 216, 218]",True,342857.0,36.6,51.7,,,,,,,,,,SecondHalf,Pass,Successful,3.05,36.6,14.7,51.7,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294571.0,560,75,28.0,863,36.6,51.7,81,"[91, 117, 30, 36, 37, 216, 218]",True,468190.0,36.8,72.7,,,,,,,,,,SecondHalf,Pass,Successful,1.56,36.8,14.3,72.7,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294585.0,561,75,29.0,863,39.1,73.6,81,"[91, 119, 117, 30, 36, 38, 216, 218]",True,502951.0,54.2,57.4,,,,,,,,,,SecondHalf,Pass,Successful,5.68,54.2,19.3,57.4,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294587.0,562,75,33.0,863,54.3,53.1,81,"[91, 63]",True,342857.0,,,,,,,,,,,,SecondHalf,Foul,Successful,,,,,Center,,,1.0,549.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294589.0,549,75,33.0,495,45.7,46.9,81,[64],False,404776.0,,,,,,,,,,,,SecondHalf,Foul,Unsuccessful,,,,,Back,,,,562.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294619.0,563,75,40.0,863,61.0,51.9,81,"[91, 119, 117, 30, 132, 35, 37, 216, 218]",True,436048.0,55.0,78.3,,,,,,,,,,SecondHalf,Pass,Successful,1.91,55.0,19.0,78.3,Center,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294623.0,564,75,43.0,863,54.9,79.8,81,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,502951.0,68.0,73.5,,,,,,,,,,SecondHalf,Pass,Successful,5.98,68.0,14.4,73.5,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294625.0,565,75,45.0,863,66.7,68.0,81,"[91, 70]",True,342857.0,,,,,,,,,,,,SecondHalf,Dispossessed,Successful,,,,,Center,,,1.0,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295187.0,563,75,45.0,495,33.3,32.0,81,"[91, 142]",True,404776.0,,,,,,,,,,,,SecondHalf,Tackle,Unsuccessful,,,,,Back,,,,565.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295351.0,599,75,46.0,863,67.4,51.0,81,[91],True,342857.0,,,,,,,,,,,,SecondHalf,BallTouch,Successful,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294629.0,551,75,46.0,495,31.9,45.9,81,"[91, 118, 120, 128, 36, 37, 216, 218]",True,248144.0,46.3,55.8,,,,,,,,,,SecondHalf,Pass,Unsuccessful,0.42,46.3,16.6,55.8,Back,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294649.0,566,75,51.0,863,68.7,37.6,81,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,436048.0,72.3,31.5,,,,,,,,,,SecondHalf,Pass,Successful,5.45,72.3,5.6,31.5,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294669.0,567,75,52.0,863,67.4,28.0,81,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,468190.0,75.9,2.8,,,,,,,,,,SecondHalf,Pass,Successful,5.19,75.9,19.3,2.8,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294673.0,568,75,57.0,863,82.8,5.3,81,"[91, 53]",True,353377.0,,,,,,,,,,,,SecondHalf,TakeOn,Unsuccessful,,,,,Right,,,1.0,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294675.0,552,75,57.0,495,17.2,94.8,81,"[91, 143]",True,427283.0,,,,,,,,,,,,SecondHalf,Tackle,Successful,,,,,Back,,,,568.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294757.0,570,76,18.0,863,0.0,0.0,82,[214],False,550465.0,,,571.0,445095.0,,,,,,,,SecondHalf,SubstitutionOff,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,571.0,,,,,,,,,,,,,,,,,,26.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294761.0,571,76,18.0,863,0.0,0.0,82,[213],False,445095.0,,,570.0,550465.0,,,,,,,,SecondHalf,SubstitutionOn,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,570.0,,,,,,,,,,,,,,,,,,21.0,Forward,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
2888294817.0,572,76,29.0,863,0.0,0.0,82,[214],False,436048.0,,,573.0,392388.0,,,,,,,,SecondHalf,SubstitutionOff,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,573.0,,,,,,,,,,,,,,,,,,24.0,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294819.0,573,76,29.0,863,0.0,0.0,82,[213],False,392388.0,,,572.0,436048.0,,,,,,,,SecondHalf,SubstitutionOn,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,572.0,,,,,,,,,,,,,,,,,,8.0,Forward,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
2888294861.0,574,76,38.0,863,0.0,0.0,82,[214],False,342857.0,,,575.0,430297.0,,,,,,,,SecondHalf,SubstitutionOff,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,,,,,,14.0,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294865.0,575,76,38.0,863,0.0,0.0,82,[213],False,430297.0,,,574.0,342857.0,,,,,,,,SecondHalf,SubstitutionOn,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,574.0,,,,,,,,,,,,,,,,,,9.0,Forward,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
2888294903.0,576,76,42.0,863,77.3,0.0,82,"[91, 212, 35, 37, 216]",True,463416.0,63.0,18.6,,,,,,,,,,SecondHalf,Pass,Successful,2.41,63.0,20.3,18.6,Right,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294907.0,577,76,44.0,863,63.0,18.6,82,"[91, 120, 29, 124, 36, 37, 217, 218]",True,443793.0,79.6,49.3,,,,,,,,,,SecondHalf,Pass,Unsuccessful,0.88,79.6,27.2,49.3,Center,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294915.0,554,76,45.0,495,19.7,58.5,82,"[91, 94, 95, 57, 215]",True,323547.0,31.3,24.0,,,,,,,,,,SecondHalf,Clearance,Successful,5.19,31.3,26.4,24.0,Back,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294933.0,578,76,47.0,863,70.5,67.5,82,"[91, 120, 29, 36, 38, 217, 218]",True,502951.0,84.8,61.2,,,,,,,,,,SecondHalf,Pass,Unsuccessful,6.01,84.8,15.6,61.2,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294941.0,555,76,48.0,495,24.2,34.6,82,"[91, 94, 95, 215]",True,323547.0,14.5,0.0,,,,,,,,,,SecondHalf,Clearance,Successful,4.32,14.5,26.8,0.0,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294953.0,580,76,56.0,863,85.2,100.0,82,"[91, 212, 35, 38, 217]",True,502951.0,76.8,90.4,,,,,,,,,,SecondHalf,Pass,Successful,3.84,76.8,11.5,90.4,Left,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294965.0,581,76,58.0,863,76.8,90.4,82,"[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,392388.0,90.8,91.6,,,,,,,,,,SecondHalf,Pass,Successful,0.06,90.8,14.7,91.6,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294979.0,582,77,1.0,863,83.0,92.5,83,"[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,134887.0,68.5,75.1,,,,,,,,,,SecondHalf,Pass,Successful,3.8,68.5,19.3,75.1,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295015.0,583,77,3.0,863,69.5,73.0,83,"[91, 137, 124, 126, 36, 38, 217, 218]",True,468190.0,87.8,39.7,,,,,,,,,,SecondHalf,Pass,Unsuccessful,5.42,87.8,29.7,39.7,Center,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888294997.0,557,77,7.0,495,12.2,60.3,83,"[197, 200]",False,137512.0,,,,,,,,,,,,SecondHalf,Aerial,Successful,,,,,Back,,,,584.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295019.0,584,77,7.0,863,87.8,39.7,83,"[198, 199]",False,445095.0,,,,,,,,,,,,SecondHalf,Aerial,Unsuccessful,,,,,Center,,,1.0,557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295007.0,558,77,7.0,495,12.2,60.3,83,"[91, 94, 95, 57, 215]",True,137512.0,8.5,88.0,,,,,,,,,,SecondHalf,Clearance,Successful,1.77,8.5,19.2,88.0,Back,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295027.0,585,77,11.0,863,84.5,6.0,83,"[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,353377.0,74.2,17.8,,,,,,,,,,SecondHalf,Pass,Successful,2.5,74.2,13.5,17.8,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295037.0,586,77,12.0,863,74.2,17.8,83,"[91, 137, 124, 126, 36, 37, 217, 218]",True,463416.0,97.3,62.2,,,,,,,,,,SecondHalf,Pass,Unsuccessful,0.89,97.3,38.7,62.2,Center,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295039.0,559,77,14.0,495,2.8,37.2,83,"[91, 94, 95, 57, 215]",True,320834.0,5.8,17.4,,,,,,,,,,SecondHalf,Clearance,Successful,4.94,5.8,13.8,17.4,Back,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295061.0,588,77,16.0,863,95.4,81.7,83,"[91, 137, 124, 126, 35, 38, 217, 218]",True,134887.0,91.3,58.9,,,,,,,,,,SecondHalf,Pass,Unsuccessful,4.44,91.3,16.1,58.9,Center,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295065.0,560,77,18.0,495,8.3,44.6,83,"[91, 94, 95, 216]",True,362434.0,54.6,39.7,,,,,,,,,,SecondHalf,Clearance,Successful,6.21,54.6,48.7,39.7,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295103.0,589,77,26.0,863,51.8,65.1,83,"[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,443793.0,73.8,4.9,,,,,,,,,,SecondHalf,Pass,Successful,5.23,73.8,47.0,4.9,Right,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295105.0,590,77,29.0,863,74.8,8.1,83,"[91, 137, 124, 126, 36, 37, 217, 218]",True,353377.0,80.0,13.5,,,,,,,,,,SecondHalf,Pass,Unsuccessful,0.59,80.0,6.6,13.5,Right,1.0,,1.0,561.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295109.0,561,77,29.0,495,20.0,86.5,83,"[91, 59]",True,427283.0,,,,,,,,,,,,SecondHalf,Clearance,Successful,,,,,Back,,,,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2888295125.0,592,77,33.0,863,72.9,0.0,83,"[91, 212, 35, 37, 216]",True,353377.0,54.3,32.2,,,,,,,,,,SecondHalf,Pass,Successful,2.29,54.3,29.8,32.2,Center,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295139.0,593,77,40.0,863,55.7,45.3,83,"[91, 119, 117, 30, 35, 37, 216, 218]",True,468190.0,53.2,68.8,,,,,,,,,,SecondHalf,Pass,Successful,1.73,53.2,16.2,68.8,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295159.0,594,77,44.0,863,58.2,76.0,83,"[91, 119, 117, 30, 36, 37, 216, 218]",True,335583.0,63.2,93.4,,,,,,,,,,SecondHalf,Pass,Successful,1.15,63.2,12.9,93.4,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295177.0,595,77,47.0,863,59.4,84.0,83,"[91, 119, 117, 30, 35, 38, 216, 218]",True,502951.0,51.6,57.3,,,,,,,,,,SecondHalf,Pass,Successful,4.29,51.6,19.9,57.3,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295217.0,596,77,55.0,863,66.3,56.1,83,"[91, 119, 117, 30, 35, 37, 216, 218]",True,468190.0,55.9,73.6,,,,,,,,,,SecondHalf,Pass,Successful,2.31,55.9,16.2,73.6,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295229.0,597,78,0.0,863,69.7,71.7,84,"[91, 120, 29, 124, 36, 38, 217, 218]",True,335583.0,82.0,52.8,,,,,,,,,,SecondHalf,Pass,Unsuccessful,5.5,82.0,18.2,52.8,Center,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295239.0,564,78,3.0,495,14.8,48.1,84,"[91, 94, 95, 57, 215]",True,248144.0,31.8,47.1,,,,,,,,,,SecondHalf,Clearance,Successful,6.25,31.8,17.9,47.1,Back,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295241.0,565,78,4.0,495,32.6,50.8,84,"[91, 63, 197, 200]",True,323547.0,,,,,,,,,,,,SecondHalf,Foul,Successful,,,,,Back,,,,598.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2888295251.0,598,78,4.0,863,67.4,49.2,84,"[198, 199, 64]",False,468190.0,,,,,,,,,,,,SecondHalf,Foul,Unsuccessful,,,,,Center,,,1.0,565.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2888295501.0,566,79,2.0,495,26.4,47.4,85,"[91, 120, 128, 133, 36, 38, 217, 218]",True,136220.0,80.4,0.0,,,,,,,,,,SecondHalf,Pass,Unsuccessful,5.75,80.4,65.7,0.0,Right,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295519.0,601,79,8.0,863,18.7,100.0,85,"[91, 212, 36, 38, 215]",True,502951.0,19.6,78.3,,,,,,,,,,SecondHalf,Pass,Successful,4.77,19.6,15.6,78.3,Back,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295549.0,602,79,12.0,863,20.3,76.3,85,"[91, 117, 30, 35, 38, 215, 218]",True,335583.0,18.5,49.6,,,,,,,,,,SecondHalf,Pass,Successful,4.61,18.5,18.3,49.6,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295559.0,603,79,16.0,863,24.1,34.2,85,"[91, 117, 30, 36, 37, 215, 218]",True,443793.0,32.6,43.6,,,,,,,,,,SecondHalf,Pass,Successful,0.62,32.6,11.0,43.6,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295581.0,604,79,19.0,863,38.7,43.9,85,"[91, 120, 124, 128, 36, 37, 217, 218]",True,392388.0,80.6,60.7,,,,,,,,,,SecondHalf,Pass,Unsuccessful,0.25,80.6,45.5,60.7,Center,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295585.0,568,79,23.0,495,22.6,34.6,85,"[91, 94, 95, 57, 215]",True,320834.0,29.1,23.4,,,,,,,,,,SecondHalf,Clearance,Successful,5.44,29.1,10.2,23.4,Back,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295597.0,605,79,25.0,863,65.6,70.5,85,"[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,502951.0,71.0,54.9,,,,,,,,,,SecondHalf,Pass,Successful,5.2,71.0,12.0,54.9,Center,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295605.0,606,79,26.0,863,71.0,54.9,85,"[197, 199]",False,430297.0,,,,,,,,,,,,SecondHalf,Aerial,Successful,,,,,Center,,,1.0,569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295593.0,569,79,26.0,495,29.0,45.1,85,"[198, 200]",False,362434.0,,,,,,,,,,,,SecondHalf,Aerial,Unsuccessful,,,,,Back,,,,606.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295635.0,607,79,26.0,863,71.0,54.9,85,"[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,430297.0,79.3,53.7,,,,,,,,,,SecondHalf,Pass,Successful,6.19,79.3,8.8,53.7,Center,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295617.0,570,79,28.0,495,16.6,46.8,85,"[91, 63]",True,137512.0,,,,,,,,,,,,SecondHalf,Foul,Successful,,,,,Back,,,,608.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888295639.0,608,79,28.0,863,83.3,53.2,85,[64],False,445095.0,,,,,,,,,,,,SecondHalf,Foul,Unsuccessful,,,,,Center,,,1.0,570.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888296025.0,572,80,46.0,495,19.4,39.9,86,"[91, 120, 128, 133, 36, 38, 216, 218]",True,136220.0,62.5,7.3,,,,,,,,,,SecondHalf,Pass,Unsuccessful,5.83,62.5,50.4,7.3,Right,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888296027.0,609,80,49.0,863,36.6,90.2,86,"[91, 63]",True,392388.0,,,,,,,,,,,,SecondHalf,Foul,Successful,,,,,Back,,,1.0,573.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888296029.0,573,80,49.0,495,63.4,9.8,86,[64],False,323547.0,,,,,,,,,,,,SecondHalf,Foul,Unsuccessful,,,,,Right,,,,609.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
